,ABCC1,ABL1,AKT1,ALOX5,APP,BCL2,CA3,CAPN2,CD38,CDK1,ERN1,EZH2,G6PD,HDAC2,HDAC6,HIF1A,HMOX1,IL6,JAK2,MAP2K1,MAPK8,MAPK9,MDM2,MMP2,NFE2L2,NFKB1,NOS3,NQO1,PARP1,PDGFRA,PPIA,PRKCA,PRKCD,PTGS2,RELA,SPHK1,SRC,XBP1,Type
GSM2371050,5.29184500599066,5.62336895162786,5.79381886504572,5.37053040829035,9.30357944151905,3.99549192264944,0.142222915627133,7.76233198133618,2.75203625549018,0.638874584866697,3.4097044708212,2.1522662317437,3.01316445059189,4.90041623008163,4.96578748055303,7.12135874043688,4.95916066471072,-2.181452723,6.2802675628016,4.37819778010786,3.25237604306407,4.71749545698963,6.51336516280472,9.03401533465555,6.55167824265448,5.28656116417281,1.38258268429899,3.1474708476303,5.70154660792677,8.78450509362368,7.92631942410389,4.97457614912313,3.85501374281392,0.955325433816374,4.24833031395865,2.06443344651402,2.92523127968472,7.52159019601668,1
GSM2371051,5.43359735771825,6.13387152001975,5.7038766627103,6.07939737154663,7.95572882752321,4.30111830708805,-1.037851366,7.06954183910953,4.44210956464193,2.30436871487736,3.92905367742057,3.4456474186636,3.10623890256453,4.95100362659508,5.08484363742589,7.6860543074227,5.87070001378058,-0.420315802,6.79989942773152,4.78542874642792,3.14918709815445,4.58277645534851,6.98184308847204,8.39224370625179,6.72222643223327,5.33577346635456,2.29589948543764,2.98503711710859,6.14570255107472,8.48153950371655,7.40470943727115,4.60865211717133,4.57229482979498,0.583976438245536,4.19580473516497,2.00515781968586,3.09651870691903,9.80923163666279,1
GSM2371052,5.11456597273422,5.8385320825437,5.84501456443271,6.28132664756897,8.75276727104804,4.00811965908522,-0.240763497,7.45604560806709,2.92713666691039,2.78914138338214,3.20035458358776,3.07360478323713,3.08038290670924,5.01371436805609,4.93081953198426,7.53418790822341,5.93517641899727,-1.152534703,6.54474754222806,4.5801726339296,3.12039620895069,4.61793264470041,6.79832169365327,8.87292522971361,6.63383672874436,5.41391589077999,1.98496577248842,2.67734605085594,5.99827624933928,8.75594608068322,8.03176569592196,4.91668636412094,3.94081013684433,1.0394962474801,4.15018992493979,1.93348600676858,3.15291324643007,6.85895447780123,1
GSM2371053,5.75498195949604,5.8777101503056,6.25667719712624,6.13604968294256,8.64854004328829,3.82486586928606,-1.285551842,8.0688354410017,2.74886267454366,2.33604617335653,3.22895536231503,2.71985240666386,3.75508867088471,5.05096033329963,5.11363855205667,7.98762316407301,6.19828125617252,-2.109094301,6.64502223594919,4.99857893618318,3.19422284165796,4.7257267202706,6.82010368693989,8.63759426004376,6.55959532123011,5.89186825051579,1.78382427418226,3.19773396407992,5.95079677034695,7.76977448412493,8.4760208498986,5.92930970590267,4.91679114608717,0.929406921151794,4.65085500538621,2.18148687644061,4.20229785720894,6.67367085916683,1
GSM2371054,5.3206444645836,5.48634494826346,5.93507705702878,6.42685597011314,8.54998088444813,4.55737673339726,-2.647702311,7.24376853371576,3.91771284398959,3.72955424507481,4.00618763849267,3.82777830329312,3.62166361179606,5.05906813915123,5.08638388381826,7.58722909661708,5.9529957948799,-1.697789297,6.72707195446404,4.82398300031454,3.07782428121833,4.55216144172097,6.89945317794448,8.5661600400776,6.57691614498435,5.88617631105704,1.42610550639458,2.5953163732878,6.48480173903641,8.09160703564798,8.28526963449535,4.58955198986518,4.48121770889846,1.66709133370386,4.32027076337442,2.80715739447084,3.53707835485379,8.74120966972641,1
GSM2371055,6.69325271467795,7.29740261362409,6.34772732384033,3.01083513166406,8.54045628975365,2.15568808459348,1.27481782935293,8.38218418954188,-0.379380539,1.68599614189349,3.52697402412509,2.79330987671876,3.14702190454379,4.87428535867414,5.60992954845603,8.73467387149748,3.16040342901846,-1.189072911,5.6317102694634,4.25711923089904,3.9608797709037,4.70502672482328,7.01848061652188,11.0954224423931,5.89648637903033,5.1223682200785,2.95561804405973,2.36280436814467,5.31017036838195,8.79606300206751,7.9000107618613,7.0544633849658,3.34361645499679,1.86011008772794,5.20432761145204,3.6203116207241,4.58611343425463,6.89350463740704,1
GSM2371056,5.45790698305963,6.26513302400583,5.84780137327643,5.40620292126064,8.5921391223553,3.60749748211578,-0.831918322,7.2034158956641,1.20668186305265,2.04287413712513,3.27336129309793,2.64217433169031,3.26343250514392,4.82852208868234,5.13750436,7.71564499534125,6.2663763999763,1.81714285749582,6.31364984789922,4.26108187853062,3.21273698054656,4.48693569645607,6.44280406623015,9.17532621156732,6.29305638077473,5.30335531699629,4.17366211973579,2.63705683409495,5.81362217425731,8.44122287578147,7.7750882972988,5.10265970929864,3.67646400143559,1.61335502260103,4.57787333484184,3.5703955214721,2.99401727097802,6.85954389288773,1
GSM2371057,6.08530035229767,5.61825412244351,5.71731569578148,5.5443360405742,7.3943271385489,5.26402602951635,-0.486225277,7.55665891542519,4.59750192670101,2.00593439088535,4.90371368455228,3.33442173058359,3.32539630660198,4.40958770954459,5.15362723899609,6.90254196892135,4.22293803453524,-0.486225277,6.95175879964184,4.42445667556593,3.31631406440639,4.82585406912565,6.739272164,9.09604705144602,6.10587084675207,5.42688818215659,2.23525534020907,2.69373121356578,6.20207779510207,6.95029178759157,7.33598063388434,4.7737241953777,4.61427337420348,1.91259662921021,4.7687390477145,3.25108520561879,3.320862332,9.21878569752072,1
GSM2371058,4.35472632252058,5.6424752425198,5.59758105592407,3.79455693293269,8.33489592396948,3.16495926683172,-0.495542614,7.10283918765983,0.548330567623253,2.06462814114908,3.05960535844553,2.18512549297973,2.52055892790863,5.06423166954319,4.38019538899417,7.98449952877497,4.10268071848985,3.99469755118035,6.33550265018861,4.05919137811552,4.17625314539878,4.52727614,5.98111769071619,8.93779402568165,6.69104445378046,4.9177116513322,2.90442120284158,4.10878783055764,5.17509249660947,8.82886636344546,8.64743265041994,4.44599338961304,2.28917700845818,3.31336403085296,4.43954699825617,3.87319779326064,2.45175587525123,6.61227281998049,1
GSM2371059,5.64901116810663,5.89972216230075,5.98759956475032,6.57076169107237,7.72580732175082,5.13575640969622,-1.327600542,7.44092060792263,4.55141683743605,3.40764969250827,3.41700127516942,3.91408133682251,3.84878173140661,4.90045578861289,4.97621543547325,7.27748269115314,6.06300328454505,1.33044006768839,7.26545357560603,4.87805880772016,3.10615404755034,4.61509664868714,6.82607611007469,9.5841303609137,6.53398800549831,5.9797326455876,2.49065405416838,2.04441867217532,6.31804673134728,7.15032360078496,8.00708633458313,5.02799283782651,4.75071284637078,1.80898777186355,4.71956053013024,3.11000308327843,4.30339734569807,7.02774862814414,1
GSM2371060,5.83216498486928,6.21422853166792,5.79472584546429,5.98548638988542,8.14717905212752,4.20756146445243,0.0486592614361887,7.29925332148407,3.01226555637456,3.01653729085805,3.59832460606821,3.31937495155528,3.50411867531162,4.78613876644562,5.03065872413359,8.02223723830402,6.86622395265428,3.5431346495344,6.59024569218976,4.645658634,3.18160541334624,4.3548431875611,6.49511037851038,10.5390272225809,6.33244853249508,5.48290223093252,3.91898066747534,2.18627993733174,5.7903667403049,8.12348699226883,7.79088238468005,5.3714220091186,3.70539639182305,2.48028747668983,4.51286763879391,3.48882702276605,3.59832460606821,6.26358389168711,1
GSM2371061,4.87346568374547,6.59092583217934,5.80761659408972,5.00097824628257,8.77814314600081,3.8458024758697,0.669733926971474,7.52456153010375,2.58095951607083,1.63402848493013,3.7391108407061,2.62728035049016,3.08693929065526,5.21515051047941,4.65470929168246,8.67355899026129,6.22827091903153,2.51473803224805,6.53317585463038,4.45248555666649,3.27325847164906,4.61646884586741,6.55617989575123,9.28855179363175,7.06979644628113,5.42062964618931,2.0541979801783,3.60086547165222,5.49277193228126,9.65951470482443,8.04732260977566,5.83624506466312,3.5715525368495,2.97944613327457,4.53528830505144,1.90237105286434,3.07026956118366,7.43279233857488,1
GSM2371062,5.74181364673433,5.82504184614897,5.9139041424565,5.7601016594275,8.08977065284755,4.58457871601758,0.184234658984321,7.26219869269471,2.66415700125757,2.12472609602431,3.47777333210066,2.60955820961866,3.6714593412472,4.50455129746961,5.21812756337332,7.07816425421089,5.4440000790835,1.99442108257962,5.97618999361934,5.13455227576867,2.45090397323811,4.47431348178993,6.72705702674432,9.58951166694305,6.27700394684152,5.27449115097483,3.06402293750321,3.91604397386837,5.84290261000052,7.1552369830127,8.24189506731532,5.19606289848377,4.73753446489675,2.05288266849887,4.61122418425439,2.78733420263909,3.34370040288792,6.41234531870003,1
GSM2371063,6.04513047657224,6.31476265234017,6.06280067827796,5.42574692507323,8.11463111591932,4.40225020858237,-0.134294427,7.56189918343257,2.70474868239846,2.29040323230048,3.60546556837372,2.94618599627308,3.61844124314196,4.69586346224859,5.21211533031214,7.57660120881766,5.07199240890388,1.34405013047194,6.53296790261956,4.43782190156808,3.0184509153817,4.34094274125488,6.60742367718454,9.73692770551184,6.33022480645221,5.61243500784066,4.14682663274338,2.29687485535592,5.74731671560095,7.82125063973194,7.6323570646499,5.47508886272309,4.38716585125618,1.5092084411279,5.16690315995201,4.15753410957974,4.25215103835357,6.24033040230777,1
GSM2371064,5.99881351499399,6.0713792398295,6.02096902736248,6.56531956172375,7.76615750550164,4.16736239208291,-0.208614094,7.55579743352996,4.77114722069245,2.52675123278565,3.03985626842844,3.19980388185675,3.31095226545931,4.66692149361907,4.68411193007162,7.49276421286643,5.92602074995947,1.9293582659487,6.85313110026685,4.86709409214255,3.38990514080737,4.62895761327496,6.98786549409559,9.61869382553025,6.41598143560952,5.63478752036384,2.70575068889682,2.9479640309668,5.61699549474234,8.10696062823143,8.16525346683551,5.332635402,4.42082211582276,2.75538896231545,4.76308071602683,3.22351324029241,4.08993740376357,6.32347506901576,1
GSM2371065,6.33930435256742,6.70105979616516,6.2146614731823,6.4146476202613,7.90358360390577,4.38682331609922,-0.436788719,7.59611673843823,3.41645683974876,1.90571614127408,3.41645683974876,2.17265098592483,3.43181016034432,4.36032200619534,5.11229242903428,7.40968018095578,5.11387972424025,2.25551815023627,6.38076777250664,4.44094023070992,2.50815795357389,4.43587281793904,6.45590834558482,10.8774287181698,6.04865166800826,5.5275674902771,3.15794469734431,2.31192395639963,5.66383607309722,8.22163378091697,7.06540031588611,5.71493281047916,4.62362312670489,2.14807330267098,5.09310740631082,3.51585474782456,4.07105407709098,6.29870892225705,1
GSM2371066,5.43660753165894,6.08643283093235,5.85702132859091,5.87308372673332,8.31610018792607,4.29326162095465,-1.164425798,7.55735877088039,3.93091602698348,2.90996778063161,3.40693778635402,3.19193020074034,3.41850485006232,4.64007369499888,5.13601313180391,7.54395552168979,5.88813752560683,0.470277628660621,6.87347768339999,4.63413310613065,3.16745988980154,4.48368631629667,6.80506342674868,10.1611280999158,6.30316199159508,5.57689446299824,3.01427577969006,2.0418365718412,5.74388446177284,8.38669885874924,7.70811712739002,5.33039777203901,4.3810108329648,1.60494603220747,4.66941516340972,3.41157574667812,4.17685480283562,6.47502263968306,1
GSM2371067,5.85709758152457,5.99213836270099,5.73763075851249,4.42703695436651,7.75440270322768,3.19731389085833,-0.539626116,8.57208886044026,0.526110584950781,1.36074659253683,3.06985638325007,1.66868903376306,3.12141915388065,4.61864314026196,5.12354838929662,6.44083681384899,3.87269744735315,-2.050536862,6.00010681142927,4.50377203411543,3.32460858897989,4.72887976028979,6.58095408694317,7.9679908830066,6.32295949251376,4.74287709510981,2.19831471314025,3.96678003061467,5.1332421925901,8.54010927508728,8.09097728994865,6.40567408849559,4.0652641609137,1.49912504729916,4.71216044034451,2.89855314205813,4.29162372951782,6.08397302532567,1
GSM2371068,5.14058693595996,6.53031397222529,5.83325026879663,5.13357715594806,9.42489124873366,3.78712650761922,-1.338864464,7.56772317389222,2.11365999445302,1.37498368584967,3.9578496772298,2.23838657650758,3.35942802119403,4.91972296427442,4.77664191633986,7.68178255181611,5.1819450852373,2.74355306928887,6.22111880751504,4.30487288110851,3.45892134016526,4.49032723631735,6.85131267540666,9.41124081537624,6.88926320464429,5.26585264802265,0.933367623845279,3.25625442019803,5.49253224659258,9.59665967107081,7.78380821315469,4.67684772281074,3.83235694070332,4.57259906368368,4.74150597578835,1.8361988629293,3.56693829353511,6.78511644997309,1
GSM2371069,5.82168462444307,5.80342692063379,5.93224171021926,6.36459746440593,7.74632662512954,4.00628761954317,0.426721629048951,7.72474961596402,4.6902369006905,3.10240393046868,3.14168996930551,3.40828981253684,3.56099935340239,4.91598474394241,4.81699082224792,7.70175011148775,6.28007263010423,3.04830092389858,6.71139766453054,5.18299462408362,3.46789553290506,4.55450263917503,6.93223361580508,9.51594405929417,6.53000440001317,5.59357221319406,2.61790786188373,2.8622210845511,5.67913440366708,7.55325229477707,8.47402148884669,5.03436160576513,4.56256667967953,3.2535102167366,4.5267427633012,3.20075141695437,3.76206215662766,7.93145137610696,1
GSM2371070,5.0984206302195,5.77512104105632,5.76344637021334,5.51648363366982,7.95127960529963,4.10487786235534,-1.765542227,7.13882808065174,3.44185987278954,3.54712653325527,2.78964664357933,3.6101087874316,3.06680153257244,5.09926522020589,4.64908959994769,8.11463223033338,5.95524799451111,2.67195631104472,6.87623148173446,4.65943434318886,3.54464835773766,4.69115166079058,7.00664751845758,10.2131609450702,6.46837521543598,5.32037121885298,3.10430632516861,2.86706295255934,5.74305579717492,8.29952045207716,8.28965735134252,4.97040380886163,3.77352448208702,2.81454561875008,4.24731834231863,3.51710371851581,2.98142274129453,7.79219916181189,1
GSM2371071,5.8809556990667,6.6776787113488,5.77396949772324,4.81150166482621,8.45166069840097,4.33160605990169,-0.313458768,7.64714178814431,1.79433219308341,2.42788726946239,3.09521212693471,3.07586467722103,2.94121927004533,4.92289302725792,5.22468271670952,7.50411118955305,5.07485885554045,0.138411182958504,6.34215807376558,4.2073121391054,3.50991889592355,4.55205253961258,6.8927947807019,11.0493463889527,6.2898007767544,5.24388002620649,3.17010720738857,2.83474618294004,5.44124761465494,7.93818657014779,7.42985673816676,5.06997777107821,3.75343375914853,1.22042670038297,4.72596353059735,3.741204226,3.59392699143336,5.94473837896872,1
GSM2371072,5.33536120459939,6.24218277313512,5.92437352087451,4.7274209954487,8.35521543077477,3.97126354549618,-0.208068969,7.67778332090105,1.81730002894475,1.79700407997278,3.45393977713971,2.69008184432177,2.64537267445882,5.0211459505827,4.69213782749571,8.89235795339436,4.98795792983498,1.15027932186979,6.06468284311136,4.53250819440358,3.58696756881832,4.61017403193117,6.99256555867236,9.42501153367883,6.40147815462074,5.31230835108478,1.77641852695366,3.65338734396832,5.37355366348107,9.2326997769128,7.87250452704933,6.16212416091406,3.59580640915298,3.07429488295159,4.43900673735139,1.89574365331511,2.93263995939534,6.45346285618441,1
GSM2371073,6.08020552588306,5.88173989981701,5.85630498926401,6.27116666924733,7.12631833100677,4.82026156526771,-1.057039624,7.04902389438123,4.38285896820882,2.76848358043954,4.0500818444832,3.28604900829806,3.46744157278286,4.57156147057409,4.86075653572678,7.16876771189588,6.18856984138974,3.12082017144606,6.62896926596403,4.858258629,2.93892664036375,4.34767484452526,6.76786675450323,9.64264815561691,6.2431994552943,5.67870242636053,2.20235066520399,2.7252735375786,6.17608807707307,7.80252793514237,8.17177292818902,4.94085109130736,4.79697349735608,2.81043698894117,4.72476509276609,3.47398258507247,4.06748689529409,8.92214854320716,1
GSM2371074,5.70139987918582,6.0929334984849,6.05799351301876,5.83288323510997,8.15350958760695,3.95558314351601,-1.571451716,7.51209291754137,3.30691689396777,2.06728254792514,3.29736154992963,2.80739075212195,3.02756896834846,5.00978254525975,4.84137443259118,7.57901581862173,5.6130103513583,1.69277779836613,6.17827073966591,4.81706096053236,3.4575063412787,4.7889253109356,6.63263130008775,9.81643475857145,6.46600537094565,5.27046640335384,2.91544329114017,3.3383185571285,5.65725952798101,8.64983573214124,8.28673927718275,5.34810683893935,3.88928360827959,1.42672916091736,4.48238531304264,3.48862750065633,3.21178509122566,7.61118734150049,1
GSM2371075,5.61741692622717,6.14658394212388,5.88952644068192,5.36444483260409,8.25953148695873,4.45110063407905,-0.175144797,7.82757040060119,1.32498571002479,2.03648037106547,3.33106828825368,2.41674479646528,2.96607534890772,4.75620315410359,4.7489798678364,6.91600429821418,5.96159951413669,-0.329704526,5.95638250788516,4.45850005327918,3.34391023343758,4.73929221536115,6.39816869342697,8.87303632052923,6.33041988002812,4.95134199880038,2.5721640454355,3.64564276299362,5.44785320218706,8.34395512698477,8.14805848977131,5.71702431948475,4.08295495586742,0.74243446578634,4.53188256476421,2.50514666943203,3.38797766032747,6.104283671,1
GSM2371076,5.03230589938583,5.75555288122341,5.56973701563124,5.46256512161871,8.8603700431399,4.90316850525169,-1.396643099,7.379944628,2.75971195832886,0.526814367424139,4.01900698999413,1.4287323328837,2.99941613927108,4.42739507443785,4.78144358289867,6.34487668108511,4.76710201706692,-0.07235653,5.70754384153344,4.05958428915866,3.39597845142804,4.42556994512773,6.41232088100703,7.94585671668849,6.52953520034942,5.15963838958471,1.36920795148711,2.74222184109363,5.51070429177829,8.75194032977751,8.20027134711277,5.32541417588681,3.77136476555559,3.9470386806048,4.49509266458381,1.4287323328837,2.55456382199576,7.74865592309387,1
GSM2371077,5.83130055082982,5.54739286787789,5.57665887236908,5.19235815734976,7.1033098507461,5.32400290346384,-0.387563673,7.1146182550087,5.83208367666959,2.00378553842676,5.42711740744931,3.42211130132146,2.64071343778112,4.55758656896174,5.507751283,7.0153751077662,4.02810380709616,-0.574166946,6.18457535769071,4.44332830339728,3.51866847506642,4.6739775066755,6.7595436276624,8.33383917129112,6.24873965075889,5.21294721790696,1.50372223828144,1.88805471456956,6.55655439582728,8.10659415571811,7.45682506575271,4.50748302994613,4.70337799704905,-0.387563673,4.28303881172408,2.03676879858505,3.30063212531666,10.831165477395,1
GSM2371078,5.80955296025836,6.41200092719728,5.7165756354646,5.00884016906867,8.60156954921248,4.42983033575834,5.29791190332279,7.55816532146651,2.15467280412772,2.12368863969766,3.74342883980409,2.6329516596277,3.05449805418437,4.57146489529896,5.12584464323579,7.72792421526135,5.05370771214795,1.90423787967651,5.86739355842816,4.4250729209422,3.40629763616973,4.48420444087401,6.57941896194212,9.72926076299806,6.36557995137092,5.30828323634744,3.27144898808597,3.40307558211659,5.5378845662527,8.73400708074932,7.73546940929088,5.48171981811308,3.9518294869792,2.30033465206742,4.66185782828198,3.04626009733063,3.36383897563619,6.80368311668918,1
GSM2371079,6.03930056869186,5.90198162843883,5.95519851944885,6.18679081906369,6.86332258319275,4.90845304524003,-2.070678539,7.06216459417638,5.17253833745865,3.00454381923869,4.44924355849802,3.28523684965817,3.11116890068833,4.9550081174331,4.68673420057836,7.43285395947412,6.32336672,1.88179789770982,6.39950796240751,4.76883864230526,3.2389531965364,4.84652101521593,6.82035479871754,8.68576295447093,6.29537119691288,5.60357490020798,0.361259848305263,2.55352710985098,6.2742990552314,7.60055756761405,8.69832479468123,4.88008301330548,4.79786334347871,1.70240436280873,4.48537635394157,3.19598908430463,3.6389391679448,10.1958673168358,1
GSM2371080,5.7709448585134,5.70593847348804,5.5935183901711,4.77693746340793,7.84164556343925,4.64610561727631,0.20767572571661,7.03800132068069,4.85125517447772,2.09938861913734,4.95466422471153,3.54555091030457,2.69135593024793,4.59856836973801,5.32385935962598,7.06542296989995,4.48551151563043,0.0550339430680051,6.49364439896192,4.5777057755082,3.37868525228794,4.43807146968338,6.62231042788102,8.92944538867584,6.19859359452479,5.53789901309665,2.71702262289345,2.72968673906767,6.34467212049983,7.95872275162599,7.61254842300903,4.71777944640442,4.19718307519472,1.58971959402621,4.42839334998224,3.8740241488355,3.39864862330743,9.47467413999225,1
GSM2371081,5.5623274274627,5.93592394721024,6.04335537575445,6.42652412584099,8.00988231403164,4.30235638345272,-1.104948334,7.3167371458905,4.19501793459026,2.71955493079215,3.78003104542067,3.32303691522545,3.16652564490326,4.77044350049428,4.90162005647908,7.42088853005617,5.80133157235426,2.08610997945195,6.37648458442642,4.9286773399664,3.63523586773394,4.7512816489803,6.89595249189032,9.76719694069584,6.33479675314078,5.41790237997296,2.42009207787977,2.95789535910618,6.19033787845272,8.18954686535691,8.51882660575404,5.03323429449832,4.40225876887901,1.71997707538241,4.33948985958697,2.78562521636377,3.70233989042508,9.26982383951373,1
GSM2371082,6.69122803359288,7.10452236546959,6.93671025974046,7.51637893300725,8.80010910807381,3.12122955225549,-3.056053537,8.13247627731736,3.79412604926445,2.3094181093199,4.18202452161976,2.6072811436706,4.75846192349999,3.83750871605867,5.49071796134961,7.4641612411794,6.39561617340065,2.70913872753593,5.27015922098536,4.85050213972861,2.80427674250772,4.48742071997578,5.97309828366533,10.4373316286077,6.25112151384465,5.53161032687381,3.90988949699177,2.60199449874777,6.2745709909628,8.25405428018248,8.45837748017513,6.13513038286378,5.12659308448319,1.38766218357826,5.68948274880996,4.10376556926676,4.70028058659723,6.44369299843197,1
GSM2371083,5.7130068186572,5.68365321511432,6.01801226773799,6.85895964240745,7.86547035668486,4.56794677132333,-2.051755853,7.20287944319058,5.01919994859925,3.5041123366794,3.46170142419088,3.72254458852362,3.37946951135801,4.95403774974365,5.14992003696385,7.98298759084994,6.23454844466122,2.10526965237159,6.81150095577181,5.20697045746542,3.37294550228538,4.78742444776109,6.78931817527474,8.52453991293942,6.49140160122795,5.81399360926401,2.66569203445808,2.35740869862416,6.7193616775716,7.46321867649677,8.51808706580305,4.92422833135015,4.74763281581713,1.52138242166112,4.55935307994824,2.77859108006097,3.22140487963274,9.71723408503971,1
GSM2371084,5.99654926040308,6.5283253229497,6.09001124362031,5.74017769424856,7.92687960720587,3.64839241250965,0.502974756491736,7.58936043068544,3.31223902273483,2.2664517755971,3.46654627099316,2.68882874801706,2.97121511604358,4.6081549931809,4.77073895022536,8.7527675647309,5.62618303217047,4.20309875111927,6.62185620269473,4.67129034433695,3.70648237165206,4.87424537693126,6.87971974422581,10.5512510428286,6.11545894102192,5.72206928924365,2.65451990211823,2.90270934371037,5.85415907966043,9.45045393476474,8.56246282473542,6.01221414335023,3.81297621513461,2.25733582746668,4.7085555542129,3.73303002369085,3.24003530650144,7.08751841752161,1
GSM2371085,6.15281434662178,5.77467398340452,5.73034276324776,6.44644441662547,8.1326171615045,4.88737403869287,-0.837613098,7.34365405751061,4.95849382571757,2.76935077552165,3.95348824208413,3.23894481968572,2.93910288533611,4.51154705113189,5.08221577621774,7.54867857438379,5.69617686213164,0.321740993228443,6.89018678633628,4.55738168534386,3.24245656993348,4.76696467653791,6.79115713688379,8.06914430698632,6.39963748436383,5.92592988859802,1.97888685344501,2.3805582174937,6.38422147796504,8.40777697610189,8.4115838655532,4.67509990330845,4.41370683355089,1.82811792770423,4.59769782483235,2.46715101049266,3.10646733421502,9.13797004433239,1
GSM2371086,5.42196231842631,5.23417141223152,5.79821358235162,5.95725809642534,7.2305139163685,4.60142752196391,-0.480651693,6.89781802024086,5.93483834340026,4.1187268213307,4.32553873374726,3.77478873309621,3.03293410551852,5.0613212545863,4.69059214299209,7.38097813159795,6.03390379115897,2.74647709069025,6.12101109883836,4.82294942669113,3.42486737268445,4.93841002338244,6.78536351436552,7.78002446634721,6.60597627641604,5.33683153762412,0.922824353630405,3.33640851001234,6.48220308612908,7.79733475927919,8.92814519765012,4.25675463477002,4.62603581497835,2.44834515845341,4.20580888880174,2.36823883782835,3.02424766007547,10.7797380671355,1
GSM2371087,5.67373682164516,5.74936799401807,5.63850199668265,6.09707530405801,7.95520566830514,4.73484657124788,-0.260214198,7.50515355733676,3.96697106092746,2.65675120517206,3.72745336015137,3.19722915116238,2.98489348485026,4.730991684,5.06795874196297,7.1400422143026,5.26476755274892,-0.860534786,6.64491718428741,4.63248989286922,3.24125593832922,4.70502579768851,6.75783777098452,9.18595268096322,6.12034705280685,5.29988730428933,2.76627522322556,2.46584937246271,6.09557705034702,8.39747826480245,7.69569865274995,5.63918776862887,4.15900052821467,1.09600451399006,4.31991746235533,2.44089439284754,2.90503224122781,8.4362690325333,1
GSM2371088,5.71134094760268,5.55387669600444,5.7594527916008,5.31511651554151,6.98954524250182,5.59444830158167,-0.945077948,6.94283277932666,5.74776992934417,2.73664322000494,4.6730068692358,3.65616048629462,3.16449702779519,4.70074143148118,5.42483118257071,7.23439770204994,4.06046511292611,1.85074053316228,6.36856110193159,4.49995541461971,3.18312277827538,4.76087348001804,6.97959062159831,8.081950231,6.12781487376007,5.64989968654573,2.34004882051954,2.21891167898511,7.0017287586813,7.87896262820082,7.71963855424275,4.47560815684389,4.86692132574754,1.12408637930036,4.53300272520676,2.11604039300181,3.5632360298231,11.0620636831291,1
GSM2371089,5.9432214443734,6.07747309081632,5.74374787299113,5.9908096681011,8.38237733671421,3.64719723388885,-0.739654911,7.61059194375319,3.54829547049568,2.05539217336794,3.48246907162088,3.1383676826294,3.01680578704585,4.61369655609807,5.01177588282408,7.49812076689248,5.47959556382092,2.54610086802734,6.45825329594343,4.64958461776741,3.23238753147072,4.53026808962167,6.71203184096294,10.2018362625899,6.31861758323864,5.50015417060058,2.9695353372318,2.3180831914654,5.9003254482185,8.55187786120115,7.96683559083451,5.6425806480288,4.18002081074233,1.37361223600279,4.4526974408425,2.83693812086947,3.32748660702972,8.24092309122907,1
GSM2371090,5.45784812857315,5.50983005843654,5.81669664914879,6.35856859808716,7.52161443262118,5.0856981548388,-1.428065313,6.87353166783604,4.85977327598857,3.68101269149486,3.93025265254174,3.7440515079689,3.48444683351694,4.94571506203846,4.9839404744185,7.89265476111072,7.30952757587373,3.5538570698666,6.76570281138888,5.00792174809707,3.19464570922454,4.59684754728461,7.07289890063537,8.09001744322278,6.34620582569444,5.70083540030722,2.15915966777251,2.79679647615032,6.45871303910981,7.83577502792471,8.69990762100046,4.86188014565675,4.3802444426168,1.52369094991793,4.18539613345073,3.35879547852331,2.80119473266428,9.38093422149423,1
GSM2371091,5.41414774535323,6.01453703676945,6.0674080635483,5.51260465154661,8.15938486975243,3.95035819468678,0.777036562521277,7.4324353686954,1.67811604934767,2.8433694311366,2.96249445331572,3.0012727896205,3.11172049376331,5.21033372046465,4.93244299062064,8.09228813714528,6.24351419627462,3.35976775070383,6.16223571489202,4.74678633113698,3.71825369314111,4.59602343345807,6.36911355170793,9.65131768440145,6.16106856912243,5.55942291653711,2.91896706790192,3.15613759496762,5.85575736439644,8.52170024854819,8.70211410726911,4.98263608757229,3.60150000001124,2.09800915944711,4.53486143317703,3.91755851058385,3.41303290967502,7.18044398530988,1
GSM2371092,6.18286491309889,6.54918730327959,5.84444084997381,5.67997869480631,7.81168085691381,4.06145195853313,-0.572566684,7.97554142734883,2.40366919397246,1.63273055731164,3.20104390494241,2.55746182002028,2.9881088476672,4.40897479558615,5.1236221046221,6.94258361077652,5.35440139533914,0.544123908581654,6.17290131854743,4.537300051,3.75295810993012,4.4937489709983,6.45991781709965,9.71487029336712,6.31428452045505,5.35103894169045,3.10849257899395,3.7298433299374,5.43521872645118,7.94895862161713,7.68637569855434,5.77838645203358,4.33260998828822,1.08732843204381,4.72823520746238,3.4286340624303,3.86328310345421,5.60996591688145,1
GSM2371093,6.09070234032734,7.18232311419626,5.86932634449556,5.21812031788442,7.9716302940515,4.68273807689119,0.128707898318207,7.34863036065861,3.89864289162167,0.704924032628771,5.44281579892897,1.97994140325605,3.83563178403778,4.33973547922127,5.26544318868433,8.10311638647265,4.09833227415979,3.86913829100386,6.34999294156214,4.55061225543645,3.1553703126729,4.43678465815534,6.48254779449014,10.3822665062995,6.49440596411823,5.44836851567431,3.75547905415634,4.36344150846364,5.31734469266851,8.93080074438492,7.45892263969639,5.1732219137579,4.48080012025555,2.45625728707434,5.09749714659877,3.97756891395304,4.65994594065996,8.28665518641156,1
